what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.dltk.ruby.basicdebugger,1.0.0.v20081105,org.eclipse.dltk.ruby.basicdebugger,1242382642546
stopped,bundle,org.eclipse.dltk.ruby.fastdebugger,1.0.0.v20081105,org.eclipse.dltk.ruby.fastdebugger,1242382642546
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20080919-1935,org.eclipse.dltk.testing,1242382642546
stopped,bundle,org.eclipse.dltk.debug.ui,1.0.0.v20081228,org.eclipse.dltk.debug.ui,1242382642562
stopped,bundle,org.eclipse.dltk.validators.externalchecker,0.95.1.v20081006,org.eclipse.dltk.validators.externalchecker,1242382642562
stopped,bundle,org.eclipse.dltk.validators.ui,1.0.0.v20081201,org.eclipse.dltk.validators.ui,1242382642562
stopped,bundle,org.eclipse.dltk.ui,1.0.0.v20081228,org.eclipse.dltk.ui,1242382642562
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1242382642562
stopped,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1242382642562
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1242382642562
stopped,bundle,org.eclipse.pde.p2.ui,1.0.0.v20080604-2000,org.eclipse.pde.p2.ui,1242382642578
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,org.eclipse.pde.runtime,1242382642578
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,org.eclipse.pde.ui.templates,1242382642625
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1242382642640
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1242382642640
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1242382642656
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1242382642656
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1242382642671
